id,name,ENTR,HIST,NSCI,TECH,ECMY,SSCI,HLTH,CSMR,GOVM,RELG,CULT,FOOD,SPRT,GEOG,ECOL,PPLE
8667,"Double-slit experiment",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9476,"Electron",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9804,"Electric charge",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9978,"Essenes",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10103,"Electroweak interaction",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11059,"Five Pillars of Islam",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
11274,"Elementary particle",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12241,"Gallium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12242,"Germanium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12666,"Gluon",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13466,"Hafnium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13543,"Hinduism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13677,"Hindus",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13758,"History of physics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13782,"Hebrew calendar",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14810,"Islamic calendar",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15192,"Isaac",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15507,"Carbon compounds",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15624,"Judaism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16043,"Jerusalem",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
17214,"Kilt",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18831,"Mathematics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18902,"Mathematician",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19541,"Muslims",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
19894,"Mosque",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20398,"Muonium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20700,"Mordecai Kaplan",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20728,"Mathematical formulation of quantum mechanics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22939,"Physics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
23003,"Philosophy of religion",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23053,"Periodic table",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
23269,"Physicist",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
23322,"Protactinium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
23633,"List of physicists",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
24489,"Outline of physics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
24780,"Five precepts",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
25202,"Quantum mechanics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
25211,"Quantum chemistry",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
25414,"Religion",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
25603,"Rhenium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
26147,"Outline of religion",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
28362,"Freight transport",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
30041,"Technetium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
31275,"The Age of Reason",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
34241,"Ytterby",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37411,"Alkaline earth metal",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37854,"Antimatter rocket",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37924,"The Barber of Seville",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
38180,"Clothing",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
38210,"Footwear",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
39066,"List of religions and spiritual traditions",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
39185,"Johan August Arfwedson",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
40646,"Brun's constant",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
41891,"Stable nuclide",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
43854,"Reality",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
44596,"Positronium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
45307,"Atomic electron transition",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
47687,"Cosmic ray",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48134,"Temple",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
48597,"Furniture",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
50237,"Robert Boyle",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
51331,"Dimensionless quantity",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52081,"Antihydrogen",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
53217,"Exotic atom",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
53218,"Pionium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
54717,"De Broglie–Bohm theory",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
54738,"Interpretations of quantum mechanics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
55236,"Compton scattering",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
56369,"Bell's theorem",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
57555,"Acid dissociation constant",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58463,"Backscratcher",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
59018,"List of biologists",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
59701,"Broom",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
63243,"Chemical symbol",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
64993,"Skin cancer",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
66394,"Island of stability",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
66400,"Transfermium Wars",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
67513,"Systematic element name",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
68326,"Extended periodic table",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
68485,"Jurassic Park (film)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
68538,"Aviv",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
71268,"Astrochemistry",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
80144,"List of chemists",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
80611,"Eleusinion",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
82499,"Asclepeion",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
84715,"Mendeleev's predicted elements",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
85082,"List of games that Buddha would not play",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
92791,"Audio power amplifier",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
93721,"The Passover Plot",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
98943,"Avon Products",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
99553,"Outline of Hinduism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
133806,"Convent",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
142456,"Good Will Hunting",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
144929,"Boron group",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
148545,"Holy Land",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
151577,"Causality (physics)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
151826,"Marrano",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
152464,"Nuclide",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
153868,"Draped garment",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
153873,"List of dancewear",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
153914,"Cassette deck",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
158015,"Cosmetics",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
159546,"Balaclava (clothing)",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
161293,"Amphoterism",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
167258,"Dome",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
172543,"Black bloc",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
174705,"Algebraic number theory",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
176883,"Major appliance",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
183952,"Backpack",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
184196,"Jewish Council for Public Affairs",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
188935,"Bose–Einstein statistics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
189768,"Consumer electronics",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
189819,"Carl Auer von Welsbach",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
190348,"Christian Identity",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
191300,"Glossary of Buddhism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
191387,"Index of religion-related articles",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
191429,"Muslim world",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
191574,"Boot",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
191838,"Antoine Jérôme Balard",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
192043,"CD player",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
192123,"Index of accounting articles",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
205398,"Makeup",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
209874,"Density functional theory",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
211602,"Hidden-variable theory",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
212616,"Electronic structure",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
213968,"Relative atomic mass",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
214903,"Eastern Catholic Churches",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
216631,"Baby bottle",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
218684,"Elizabeth Arden",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
220090,"Index of anatomy articles",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
222685,"Dilithium",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
223338,"Swimsuit",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
223876,"Index of biology articles",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
225805,"Boombox",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
232952,"Degeneracy (mathematics)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
237630,"Electron density",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
240028,"Adidas",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
241027,"Down quark",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
241028,"Charm quark",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
241030,"Bottom quark",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
241034,"Electron neutrino",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
251887,"Luxury car",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
273632,"Christian left",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
275487,"List of mosques",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
287061,"Pagoda",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
287066,"Stupa",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
289878,"Field theory (mathematics)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
289894,"Cargo bike",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
291472,"Lattice model (physics)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
294692,"List of Buddhist temples",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
298448,"Cosmochemistry",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
304091,"Annatto",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
304673,"Akai",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
304774,"Coincidence circuit",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
309347,"Climbing shoe",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
311264,"American Humanist Association",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
317739,"Raincoat",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
326675,"Personal luxury car",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
327632,"Bardo",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
335054,"Axion",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
341854,"Latin Church in the Middle East",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
342127,"Anti-gravity",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
346133,"Annihilation",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
347002,"Audio equipment",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
348643,"G-string",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
349735,"Baryon number",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
350239,"Basket",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
351549,"List of algebraic geometry topics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
352181,"List of abstract algebra topics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
358965,"Muezzin",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
364478,"Absorption spectroscopy",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
365510,"Index of biochemistry articles",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
366436,"Active and passive transformation",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
381805,"Franck–Hertz experiment",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
392828,"Abundance of the chemical elements",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
396550,"Cargo",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
397169,"Acer Inc.",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
406617,"Giorgio Armani",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
412865,"American Atheists",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
413522,"Box",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
414157,"Catholic Church in Argentina",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
416820,"Albert Einstein World Award of Science",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
419461,"Bowler hat",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
424420,"Accelerator physics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
424499,"Douay–Rheims Bible",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
429789,"Coupled cluster",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
429889,"Athletic shoe",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
433135,"Baseball cap",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
439497,"Classical limit",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
440260,"Enlightenment in Buddhism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
453556,"List of catholicoi of all Armenians",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
453626,"Strangeness",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
456132,"List of scientific constants named after people",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
457891,"Philip Abelson",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
460110,"Schrödinger's Cat Trilogy",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
461856,"Ukrainian Greek Catholic Church",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
474107,"BaBar experiment",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
481678,"Archimedean point",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
483474,"Revlon",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
489992,"Diving mask",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
501016,"Apple Store",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
502205,"Diophantine geometry",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
509436,"Caesaropapism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
510046,"Clergy house",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
511640,"5.1 surround sound",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
515258,"Greco-Buddhism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
519963,"Baul",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
523314,"Dvaravati",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
524124,"Hypercharge",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
527369,"Lists of mathematics topics",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
528716,"Index of Buddhism-related articles",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
537026,"List of mathematical topics in quantum theory",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
543092,"Chemical elements in East Asian languages",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
544919,"Eadie–Hofstee diagram",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
545267,"Fendi",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
548687,"Peter Armbruster",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
567929,"New American Bible",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
568164,"Goaltender mask",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
568175,"Hockey helmet",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
574608,"Culture of Buddhism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
579948,"Association of Jewish Libraries",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
582612,"Blouse",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
586504,"Baggy green",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
592030,"Leg warmer",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
594874,"Autoionization",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
603083,"Cairo Geniza",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
606848,"Catholic Church",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
612916,"Christian mysticism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
615316,"Catholic Church in Australia",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
631288,"King Faisal Mosque",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
631821,"Ecclesiastical Latin",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
632373,"Ibadi Islam",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
633049,"Audi A8",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
636173,"Apostasy in Judaism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
644550,"Higgs mechanism",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
669392,"Sui iuris",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
672218,"Isospin",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
676553,"Ruthenian Greek Catholic Church",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
701127,"Electroweak scale",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
706999,"Atmospheric chemistry",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
719534,"Biological carbon fixation",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
722672,"Fauna",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
725797,"Dashboard",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
727889,"Dor Daim",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
728579,"L'Oréal",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
734019,"Chanel",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
734125,"Versace",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
742548,"List of Armenian patriarchs of Jerusalem",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
743621,"Ger toshav",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
758727,"Charged particle beam",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
762913,"Chaps",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
767169,"Jerusalem Bible",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
772310,"Salvatore Ferragamo",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
778246,"Flora",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
786974,"Sacristy",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
796928,"Consistent histories",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
802085,"List of Jesus-related topics",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
817384,"Period 8 element",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
823229,"Ancient Greek temple",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
827230,"Antique furniture",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
844136,"Gucci",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
847772,"Baseball glove",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
848535,"Cella",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
850915,"Anti-aging cream",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
858665,"Luxury goods",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
864629,"Baby sling",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
864833,"Babywearing",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
865641,"Telematics",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
884209,"99 Luftballons",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
887418,"Blue Origin",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
893337,"Local hidden-variable theory",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
900263,"Buddhist temple",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
903187,"Wrestling mask",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
910784,"Bicycle helmet",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
913787,"American Jewish Committee",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
